trial,rep,plot,n_rate,inoc_rate,d15n_vt_permil,n_uptake_vt_kgha,yield_mgha
ND02451,4,404,low,Low,3.52,152.92337091807306,8.93441195295
ND02451,4,405,low,Control,3.56,199.37836944906488,9.57282584214
ND02451,4,408,low,High,2.16,207.30152258064518,8.163005231700001
ND02451,4,418,high,Control,3.7599999,158.61801873048904,8.02821375609
ND02451,5,502,low,High,2.21,143.02186440677968,8.058817676250001
ND02451,5,503,low,Control,2.6299999,333.732137831788,9.10165969482
ND02451,5,505,low,Low,2.99,175.3760964154477,8.69509734522
ND02451,5,508,low,Medium,2.8199999,162.69008643303528,8.866036348949999
ND02451,5,515,high,Control,0.45,188.80820487046162,6.40784353605
ND02451,6,601,low,Medium,3.4399999,125.77608712623828,7.54410805302
ND02451,6,603,low,Low,1.4399999,241.4603801184629,9.13527031824
ND02451,6,605,low,High,2.5699999,209.75221707082534,8.9019959589
ND02451,6,608,low,Control,3.0499999,168.53461422118318,7.53017521014
ND02451,6,618,high,Control,6.3799999,177.57717304363646,7.002163625160001
NE01451,1,104,low,Low,NA,261.1372583941763,14.66553
NE01451,1,105,low,Medium,NA,275.9233705956014,15.65618999373
NE01451,1,107,low,Control,NA,226.38629723040384,14.7345
NE01451,1,108,low,High,NA,220.40938812532266,15.00411
NE01451,1,110,high,Control,NA,240.15090207873163,14.2329
NE01451,2,205,low,High,NA,264.798250356479,16.27065
NE01451,2,206,low,Low,NA,241.87159086400118,15.32388
NE01451,2,207,low,Control,NA,225.2792323929241,14.822280000000001
NE01451,2,209,low,Medium,NA,210.80706336748563,13.449150000000001
NE01451,2,217,high,Control,NA,203.4316000700189,13.70621999373
NE01451,3,302,low,Control,NA,158.708642715627,15.675
NE01451,3,304,low,High,NA,246.29371369295177,16.389779993730002
NE01451,3,307,low,Medium,NA,251.81151925780006,14.32695
NE01451,3,308,low,Low,NA,195.28520840011294,14.4837
NE01451,3,312,high,Control,NA,226.95442247658693,16.18287
NE01451,4,402,low,Medium,NA,236.4149843912591,15.073080000000001
NE01451,4,405,low,Low,NA,152.88124775863187,14.32695
NE01451,4,406,low,Control,NA,247.42361010494017,14.55893999373
NE01451,4,407,low,High,NA,208.82664597259213,13.605900000000002
NE01451,4,417,high,Control,NA,194.31824190109177,13.81281
NE01451,5,501,low,Control,NA,212.63537981269516,14.678069993730002
NE01451,5,502,low,Low,NA,179.28217428878818,15.348960000000002
NE01451,5,503,low,Medium,NA,216.8309846734511,15.982230000000001
NE01451,5,504,low,High,NA,241.70115164935189,13.605900000000002
NE01451,5,513,high,Control,NA,227.94476093052796,11.60576999373
NE01451,6,601,low,Low,NA,189.15444716838041,14.18273999373
NE01451,6,604,low,High,NA,235.2001974867752,11.492910000000002
NE01451,6,605,low,Medium,NA,252.51734240331578,13.41153
NE01451,6,609,low,Control,NA,212.10655562310097,11.89418999373
NE01451,6,616,high,Control,NA,269.657483885296,14.32695
NE02451,1,101,low,High,NA,235.9540510504007,15.27183899373
NE02451,1,102,low,Low,NA,224.25514970984014,16.641834000000003
NE02451,1,105,low,Control,NA,300.7482315129053,15.353976000000001
NE02451,1,107,low,Medium,NA,274.44841408843195,15.711366000000002
NE02451,1,116,high,Control,NA,337.1096667395663,14.247948000000001
NE02451,2,202,low,High,NA,301.14722908385863,15.395985000000001
NE02451,2,203,low,Control,NA,277.94291296660657,15.23672699373
NE02451,2,204,low,Medium,NA,290.61376223759476,16.15089299373
NE02451,2,209,low,Low,NA,274.85953199597884,15.603522000000002
NE02451,2,214,high,Control,NA,336.7885666380647,14.916330000000002
NE02451,3,304,low,Low,NA,230.9001064173481,15.522012
NE02451,3,305,low,Medium,NA,244.61573994454116,15.515742000000001
NE02451,3,307,low,Control,NA,348.30451873313484,15.18782099373
NE02451,3,308,low,High,NA,278.0913463257337,15.946491000000002
NE02451,3,315,high,Control,NA,234.86974940730659,14.298735
NE02451,4,401,low,Medium,NA,245.97750352164502,15.780336000000002
NE02451,4,403,low,Low,NA,309.16000277959057,15.647412000000001
NE02451,4,404,low,Control,NA,180.18327064979997,15.12888299373
NE02451,4,406,low,High,NA,301.2619060558186,15.397866000000002
NE02451,4,411,high,Control,NA,326.0835385386883,14.659887000000001
NE02451,5,501,low,Control,NA,403.7573218293092,15.198480000000002
NE02451,5,502,low,Medium,NA,441.0072786771883,16.378494000000003
NE02451,5,505,low,High,NA,260.27230500948434,16.308897
NE02451,5,506,low,Low,NA,309.13327054022125,15.40915199373
NE02451,5,518,high,Control,NA,293.17255548069636,15.002856000000001
NE02451,6,602,low,High,NA,276.59473241973706,15.686286000000003
NE02451,6,605,low,Low,NA,282.30345091450846,15.760272
NE02451,6,606,low,Control,NA,256.7987677322783,15.29566499373
NE02451,6,609,low,Medium,NA,276.7117699501538,15.927054000000002
NE02451,6,613,high,Control,NA,233.155474789091,15.19785299373
NE03451,1,101,low,High,1.32,228.55053156336425,17.44947222975
NE03451,1,103,low,Control,3.94,231.74754607812721,15.80436431409
NE03451,1,106,low,Medium,4.960000000000001,136.08931374451052,16.97548400559
NE03451,1,107,low,Low,1.4099999,209.94668931271613,17.28099939258
NE03451,1,115,high,Control,0.22,173.24809173824048,16.859629710660002
NE03451,2,203,low,High,1.56,232.5222799343904,17.4298899852
NE03451,2,204,low,Control,3.80999995,161.0262309153013,17.044632963930002
NE03451,2,206,low,Medium,1.72,187.02166570815115,17.16379161156
NE03451,2,209,low,Low,1.8899999,167.43311390594414,17.689065087539998
NE03451,2,216,high,Control,2.79,201.23655680211803,17.242524622290002
NE03451,3,301,low,Medium,2.64,168.46328594860583,17.22111704907
NE03451,3,303,low,Low,2.75,194.59860686630557,17.08505571036
NE03451,3,307,low,Control,2.29,192.66274333843455,17.154112311600002
NE03451,3,309,low,High,2.85,168.07069813221506,17.512399191209997
NE03451,3,311,high,Control,2.0099999,204.96640911164252,17.270858351010002
NE03451,4,402,low,Low,1.74,196.4995149826276,16.94622101898
NE03451,4,405,low,Control,4.5,136.38832195777704,16.67595397314
NE03451,4,406,low,High,1.4099999,219.43041790862353,16.688118023940003
NE03451,4,407,low,Medium,2.0299999,172.8965678407027,17.21600324334
NE03451,4,418,high,Control,2.47,176.4983945327736,17.628076007519997
NE03451,5,501,low,High,3.74,148.53878480655416,17.34858707703
NE03451,5,502,low,Control,1.63999995,171.247811910263,17.61541702173
NE03451,5,505,low,Medium,0.95,206.9171678512849,17.034688167090003
NE03451,5,506,low,Low,1.8199999500000001,162.66536887775803,16.9880982612
NE03451,5,511,high,Control,2.0699999,202.86847504659116,16.17006217068
NE03451,6,601,low,Low,3.8599999,199.58777932591406,16.66076405796
NE03451,6,606,low,Control,2.81,185.01364207749603,16.71192377811
NE03451,6,607,low,Medium,2.8799999,180.44788620610595,17.10123115668
NE03451,6,608,low,High,2.145,190.10675030672988,16.21599264813
NE03451,6,614,high,Control,1.135,167.54898124305547,17.814665056650004
NE04451,1,102,high,Control,NA,147.20767506673812,15.552047494500002
NE04451,1,110,low,Low,NA,230.69056861673045,11.81370973464
NE04451,1,116,low,Control,NA,198.02543350421217,13.163056590090001
NE04451,1,117,low,Medium,NA,233.35689097438961,13.50295453782
NE04451,1,118,low,High,NA,169.00879938239257,12.85440712479
NE04451,2,201,high,Control,NA,190.0846724633592,15.151369690380001
NE04451,2,211,low,Medium,NA,230.4570152608808,12.449114776230001
NE04451,2,212,low,Low,NA,229.23733298647244,14.007798761220002
NE04451,2,216,low,High,NA,179.730990895048,13.99576457466
NE04451,2,218,low,Control,NA,277.7533806486888,12.020342776200001
NE04451,3,303,high,Control,NA,198.34785975699256,14.756610860310001
NE04451,3,311,low,Low,NA,256.2110164913495,14.42841810597
NE04451,3,312,low,Control,NA,257.6280636596532,11.834401606170001
NE04451,3,313,low,High,NA,240.23649828076404,13.97093721177
NE04451,3,316,low,Medium,NA,234.7849474057744,14.598535902720002
NE04451,4,405,high,Control,NA,328.9981350480833,15.25746965853
NE04451,4,410,low,Control,NA,283.121331099314,12.95069504454
NE04451,4,413,low,Medium,NA,307.6834860705273,14.30121935583
NE04451,4,417,low,Low,NA,366.27200782257853,13.60441398492
NE04451,4,418,low,High,NA,280.46053181513463,14.667370295160001
NE04451,5,504,high,Control,NA,353.4869509296795,15.00211114908
NE04451,5,514,low,High,NA,325.1206950238365,13.493341618350001
NE04451,5,515,low,Medium,NA,384.9494562530014,13.74939563382
NE04451,5,517,low,Low,NA,351.8878423866383,14.13655012638
NE04451,5,518,low,Control,NA,378.34425148323334,11.93426804064
NE04451,6,605,high,Control,NA,217.86835425340723,14.70621157203
NE04451,6,611,low,Medium,NA,159.12235957547344,13.28181987033
NE04451,6,612,low,Control,NA,233.87782936201384,11.715929805690001
NE04451,6,615,low,High,NA,187.95424614896214,14.435967612330002
NE04451,6,617,low,Low,NA,280.6788734035788,13.45813946202
SC01451,1,102,low,Control,3.04,156.98763096350905,11.68954997199
SC01451,1,103,low,High,2.7799999,89.90120353445388,12.1654864419
SC01451,1,104,low,Low,2.6499999,190.41163704624148,11.99688415431
SC01451,1,109,low,Medium,3.17499995,211.3508917872387,11.115427063950001
SC01451,1,117,high,Control,2.2549999,158.99464340476283,9.28010163762
SC01451,2,203,low,Control,3.49499995,179.4290631536098,12.68590419789
SC01451,2,206,low,High,1.75,195.5778722879914,12.34836430311
SC01451,2,208,low,Medium,0.73,234.2520537652975,11.228345305980001
SC01451,2,209,low,Low,1.99,178.2886673839045,11.80377648087
SC01451,2,215,high,Control,2.635,161.0028462288125,11.626516502040001
SC01451,3,306,low,Low,2.45,147.92376444029,12.56471030826
SC01451,3,307,low,Medium,1.95,184.57346444910846,11.94495726204
SC01451,3,308,low,High,2.56,170.14326974883213,10.83750153915
SC01451,3,309,low,Control,1.2549999500000002,148.3202851443126,10.196967292710001
SC01451,3,311,high,Control,1.24,129.205182410499,10.728793953240002
SC01451,4,401,low,Low,1.94,156.97848853406472,11.94464119134
SC01451,4,402,low,Control,2.97,175.66235690359105,12.0311631033
SC01451,4,403,low,Medium,3.18999995,186.03751259105104,12.53297919258
SC01451,4,407,low,High,2.0949999999999998,185.00813996719526,12.74913280278
SC01451,4,413,high,Control,1.84,142.10160185541193,12.6281642883
SC01451,5,501,low,High,2.2649999000000003,166.25370549745148,11.41746219339
SC01451,5,504,low,Medium,4.28,198.2361291169157,12.963378978660002
SC01451,5,506,low,Low,3.9049999,155.96729311728737,13.682907067830001
SC01451,5,509,low,Control,1.95,165.69418281403142,12.77577924315
SC01451,5,518,high,Control,NA,129.49813706715153,11.51529682182
SC01451,6,603,low,High,NA,143.05547508319194,12.914192314650002
SC01451,6,605,low,Low,NA,202.7414956877547,12.31745773005
SC01451,6,606,low,Medium,NA,193.2307278896522,12.90770042562
SC01451,6,607,low,Control,NA,117.93746372951907,10.798863510600002
SC01451,6,610,high,Control,NA,178.84195262068306,12.264750272940002
SD01451,1,104,low,Low,-0.5449999999999999,147.37244044689743,11.72099454867
SD01451,1,105,low,High,0.47,110.56938508968413,11.11164626022
SD01451,1,106,low,Medium,2.1699999,104.63162308399913,10.857820163849999
SD01451,1,109,low,Control,0.88,128.70879375932557,10.5694902951
SD01451,1,116,high,Control,0.16,115.52113852050589,11.04387676458
SD01451,2,201,low,Medium,0.72,152.637692022787,11.10996089676
SD01451,2,202,low,Control,1.74499995,139.75328295490226,12.51897077112
SD01451,2,206,low,Low,1.5049999500000002,137.42791006061682,11.411915086770001
SD01451,2,208,low,High,1.01,133.49721550916098,12.30699882456
SD01451,2,210,high,Control,2.36499995,120.59422240521229,11.132127466020002
SD01451,3,304,low,Medium,-0.07999999999999999,270.8953813536162,11.71392121746
SD01451,3,305,low,Low,1.3,166.4445478558705,12.46345767711
SD01451,3,307,low,Control,3.3999999,184.41226937570917,11.53764202965
SD01451,3,308,low,High,2.14,130.5759243255319,12.33921408456
SD01451,3,312,high,Control,3.0999999000000003,215.9552286407548,11.65734611085
SD01451,4,402,low,Medium,-0.42,147.2638163939251,12.52089566739
SD01451,4,404,low,Control,0.525,178.82001685802805,12.806807159520002
SD01451,4,406,low,High,1.53,174.9028377925537,12.62315161767
SD01451,4,407,low,Low,1.71,177.87603381012013,12.30499890147
SD01451,4,414,high,Control,1.47,133.66155853671884,11.466585499050002
SD01451,5,502,low,High,2.3349999500000003,207.52982624914023,12.31720624035
SD01451,5,506,low,Medium,2.265,158.17343463738058,12.31368544725
SD01451,5,508,low,Low,1.98,184.0327418137716,12.918020933400001
SD01451,5,509,low,Control,3.81,197.4509361786703,12.76421421561
SD01451,5,517,high,Control,2.0499999,201.97377829591352,10.18151043228
SD01451,6,604,low,Medium,2,127.41241461991696,13.728063087419999
SD01451,6,606,low,Low,1.72,142.49215483841957,13.831614808440001
SD01451,6,607,low,Control,2.66,123.51111017475903,13.816631238960001
SD01451,6,609,low,High,1.6599999,160.12897989076825,13.48648473381
SD01451,6,613,high,Control,NA,160.52131095028503,12.441400776420002
SD02451,1,102,high,Control,7.28,200.488563835976,13.721950759110001
SD02451,1,110,low,Control,5.91,321.1116254842826,15.25953307164
SD02451,1,113,low,Medium,2.89499995,163.09221790723532,16.57426649868
SD02451,1,116,low,Low,2.6,236.61760519314745,15.143652806370001
SD02451,1,117,low,High,4.720000000000001,305.76590674926194,14.59808570418
SD02451,2,206,high,Control,3.4199999,245.66976489885192,14.50465770699
SD02451,2,210,low,Low,4.61,209.3639739677949,15.626694082890001
SD02451,2,212,low,High,2.6299999,168.99889826243853,15.53854150068
SD02451,2,217,low,Control,3.27,191.94292755800606,15.75682202028
SD02451,2,218,low,Medium,1,157.51828105631026,15.87496771806
SD02451,3,309,high,Control,4.195,254.44608758531905,14.01556182378
SD02451,3,311,low,Medium,1.77,100.03863677783852,16.623251695049998
SD02451,3,312,low,Low,1.53,113.38698742482232,15.11443599204
SD02451,3,314,low,Control,1.32,189.14160743575727,15.372706371
SD02451,3,316,low,High,-0.41,241.47722665716861,15.49244219721
SD02451,4,406,high,Control,4.7599999,151.09896118097325,14.797316421360001
SD02451,4,413,low,Control,0.56,124.3120788385291,15.377248772820002
SD02451,4,414,low,High,0.54,194.14328412611627,15.40797490782
SD02451,4,416,low,Medium,1.01,120.87916889119741,15.521226124470003
SD02451,4,418,low,Low,1,216.86502642609807,14.878785265080001
SD02451,5,505,high,Control,4.07,189.77029336927285,14.48466999408
SD02451,5,512,low,Medium,0.43,118.43127392017497,15.84189246486
SD02451,5,514,low,Low,0.67,137.46464664279793,15.54768690387
SD02451,5,515,low,High,1.4599999,163.50734456949152,15.675263709929999
SD02451,5,516,low,Control,1.78,193.69702127632587,15.42457746654
SD02451,6,609,high,Control,3.0299999,146.61344396391473,13.98869124345
SD02451,6,611,low,High,0.835,211.36521495500017,15.053947615410001
SD02451,6,612,low,Control,2.6699999,186.8599145193625,14.58670372929
SD02451,6,617,low,Low,2.5899999,194.60688090176785,14.98548838842
SD02451,6,618,low,Medium,1.1399999,153.46213037977157,15.561963436800001
TX01451,1,102,high,Control,NA,97.49895585460065,11.72259622017
TX01451,1,111,low,Control,NA,119.94587071494503,7.614696383910001
TX01451,1,112,low,Low,NA,111.58939375745022,8.266360570049999
TX01451,1,113,low,Medium,NA,113.8986087938059,11.743461250290002
TX01451,1,117,low,High,NA,86.23189719042665,11.23958380446
TX01451,2,203,high,Control,NA,78.35678311899059,9.62250082629
TX01451,2,210,low,Medium,NA,118.79279753082069,7.870357916190001
TX01451,2,215,low,Low,NA,144.7418420646071,8.74772802618
TX01451,2,217,low,Control,NA,133.6945818842556,8.886049022729999
TX01451,2,218,low,High,NA,179.92634164252078,10.996302769649999
TX01451,3,306,high,Control,NA,120.25804801047688,8.77139237304
TX01451,3,310,low,High,NA,150.0599323721216,10.62936108927
TX01451,3,311,low,Medium,NA,133.478428158051,8.713068412950001
TX01451,3,315,low,Control,NA,117.62806041258814,8.18763332145
TX01451,3,316,low,Low,NA,121.01016582303039,8.77139237304
TX01451,4,407,high,Control,NA,137.90317429358356,8.26679345085
TX01451,4,410,low,Control,NA,122.967318306814,8.60819495085
TX01451,4,413,low,Medium,NA,144.8203620440102,8.58150041331
TX01451,4,417,low,High,NA,124.36143875553364,9.938391006720002
TX01451,4,418,low,Low,NA,102.93705052999174,7.25684528184
TX01451,5,507,high,Control,NA,101.98786224922137,10.192523010120002
TX01451,5,511,low,High,NA,105.57979222561248,9.79028682258
TX01451,5,513,low,Control,NA,156.02206757933388,9.76829629611
TX01451,5,514,low,Low,NA,124.42849817692263,9.46874028705
TX01451,5,515,low,Medium,NA,126.4975429313862,11.12686070364
TX01451,6,609,high,Control,NA,111.92591588879556,10.84127243628
TX01451,6,610,low,Control,NA,115.58536595001678,11.02403623365
TX01451,6,614,low,Low,NA,143.89060441983108,10.88271390096
TX01451,6,616,low,High,NA,126.9829423334946,10.46053617279
TX01451,6,618,low,Medium,NA,96.39602109384646,8.287716196320002
WI01451,1,103,low,Low,4.749999949999999,113.91505628845393,12.447692991030001
WI01451,1,104,low,Control,4.78,138.96110345969325,12.55387856976
WI01451,1,106,low,Medium,3.0899999,323.56494967459747,12.36495242829
WI01451,1,108,low,High,4.98,208.23223815212535,12.60927430818
WI01451,1,112,high,Control,6.6299999,163.0058076885542,12.91750147017
WI01451,2,205,high,Control,5.38499995,212.8379762582527,12.65590461795
WI01451,2,210,low,High,5.6299999,221.2227576030148,10.931404739640001
WI01451,2,214,low,Low,4.44499995,219.86623716898106,10.956877580220002
WI01451,2,215,low,Control,6.95,279.897147973179,11.61418850328
WI01451,2,216,low,Medium,5.8899999,230.78586733452096,12.04251703875
WI01451,3,301,low,Low,6.6799999,226.05133483585115,14.65756209654
WI01451,3,303,low,Medium,6.3099999,205.4972662217059,12.798500588280001
WI01451,3,307,low,Control,7.5199999,196.41896258252652,14.03758697946
WI01451,3,309,low,High,3.2599999,276.5904217593491,12.951816697380002
WI01451,3,311,high,Control,6.07,172.04270410812572,12.449859338729999
WI01451,4,404,high,Control,4.3099999,225.1187979376474,12.87021894873
WI01451,4,411,low,High,6.11,235.9509789073294,12.81476357007
WI01451,4,413,low,Control,3.97,218.42856955621966,12.343617957000001
WI01451,4,414,low,Medium,2.93,204.1845875588635,13.00495566216
WI01451,4,415,low,Low,5.32,241.34858760831938,11.80026145617
WI01451,5,502,low,Low,3.215,278.8756054368978,11.89259666133
WI01451,5,505,low,Medium,4.18499995,196.00705044612897,12.59527963683
WI01451,5,508,low,High,4.66,191.10282516916823,12.32935586388
WI01451,5,509,low,Control,4.23,241.74163569462914,11.91704981808
WI01451,5,511,high,Control,5.91,254.03858523783495,12.24683655063
WI01451,6,606,high,Control,6.49,239.99850748348874,14.879364368550002
WI01451,6,610,low,Control,7.51499995,184.43118033644438,14.041355957970001
WI01451,6,612,low,Medium,3.85,251.69545821269355,14.090321917979999
WI01451,6,616,low,High,5.9,153.07951108607824,13.513412063910001
WI01451,6,618,low,Low,9.37999995,215.50900475728562,13.94576353797
